Length,Width,Area,Perimeter,Roundness,Compactness,Target
42.936668719229054,14.706810215182172,630.7902030298537,114.52825997388506,0.6043234940981239,2.9078611390118367,1
40.11400795618155,14.560540446498509,589.9066744757229,108.32480657120468,0.6317384777656677,2.7223454499554296,1
39.44351330924473,16.472136737799605,656.7805690470883,116.8232114831848,0.6047444312946116,2.401642888934339,1
42.21638278696382,13.731629055237926,577.5093927527929,112.46722400461115,0.573742425010951,3.0746633878986565,1
43.20613182602764,14.413986480781611,616.6440510898974,120.9571129184534,0.5296409862685701,3.0405273767941727,1
40.952715597042726,13.469160872427416,542.9315775556203,106.34761959997776,0.6032529003495823,3.059540211031213,1
41.23234123879942,14.058667343989248,588.2243272038783,109.72110358830624,0.6140058534814038,2.9417843640230985,1
40.37338023967718,16.0731072909014,650.623425373296,108.24266261542836,0.6978187368138026,2.5161381668810985,1
42.74030269088298,13.028845250113402,549.5461105720588,116.52649557889188,0.5085862694892186,3.292516141948608,1
42.18363701911071,15.643518582057617,662.0798727385089,116.68140480202511,0.6111065675089047,2.738843477253947,1
40.0068961233891,16.69487197374181,676.3528009308139,105.69607184791386,0.7607911683463924,2.4252612873903887,1
40.54374258481884,16.21270426355636,660.0905283211306,110.55092230136576,0.6787168399465424,2.4908107366217447,1
40.40266981436102,15.72233307337096,641.7040034773875,115.91847022532936,0.600121699607151,2.550235360242392,1
38.84586895068741,15.854571516094325,621.8807651948487,109.80661016246766,0.6481268583635965,2.495661907507822,1
41.10473737979551,15.92209186652519,655.228155138661,117.08505936577475,0.6006195355957854,2.544085623387213,1
41.77254347206282,17.107612341755274,712.3140206450961,119.94831260654784,0.6221470856804685,2.448889376364139,1
40.771353068999,16.385997073078432,665.1403605985902,113.11124130424626,0.6532984513352926,2.496136612129399,1
41.95698543898138,15.44716869414524,633.6816018962567,113.92854978064145,0.6135017752865409,2.7144944093682817,1
43.08910421476183,15.22481557770429,647.5263344653774,118.80429271328369,0.5765049403529283,2.8677887755594385,1
42.94661709777838,16.533421044130836,712.0719499580716,117.74677682829072,0.6454099953383807,2.589499320584028,1
43.27044336485235,17.147398767984235,747.4936443349591,116.17359010052178,0.6959892750590524,2.5299603445605645,1
40.141712392076535,15.930404692618364,644.0279777391663,115.55188991568365,0.6061226206948122,2.530609790480326,1
42.25286888556839,13.534521658050274,572.358738639619,115.37276088429697,0.5403455895482697,3.1195902358572,1
42.007062391703904,13.570348250651572,570.3476891228754,109.57162530696613,0.5969711493113266,3.074835789753889,1
40.80025046126924,15.04015987630008,612.419426255579,104.49614918863776,0.7047875916905557,2.740248874465895,1
40.555345965522726,15.601097240342767,632.3507034217945,113.91222509434944,0.612388744104749,2.588064529294396,1
42.841379568302784,15.234231925075177,652.4801952866372,109.07777285990598,0.6891355817154609,2.790611520115426,1
40.543436238913856,14.02282960770142,570.8185649855473,109.0570667349634,0.6031152758504509,2.914007098932816,1
42.05285932167471,14.437290676748306,607.045267870068,109.56496536047555,0.6354589934030109,2.8970444263012163,1
41.48780860148175,14.423822559253257,596.5416261430806,105.9566986819603,0.6677190716978746,2.873132081685262,1
42.23013245539414,13.882012628851786,589.4519104325258,112.04637580225187,0.5900144069830822,3.001664582518732,1
41.465470262790994,14.868537116055988,613.0725935410283,111.95638880377734,0.6146445041863282,2.764420796363916,1
41.03183449610173,15.290379400451323,631.3727600439295,111.78420373410766,0.6349431315693662,2.656595793268187,1
41.71624552829974,14.5731948620697,607.7299303434241,117.22813269003257,0.5557209829189903,2.880034212149682,1
40.75042482684326,14.182030531447952,578.6964480780481,120.51361248348272,0.5007125431824329,2.879590040538583,1
40.58053742849676,14.686371527486877,596.0799932134925,109.35078605647898,0.6264271769853417,2.7682530660623663,1
44.45704670563592,15.985703388994269,720.9008249609213,121.13419341658258,0.6173790424041874,2.7968556744884228,1
41.197916984173645,15.803422480000426,662.9363900672405,114.84683010558368,0.6316022924977311,2.5671896554240266,1
41.8033723538405,16.693142284751357,704.4018408356218,108.88104141933248,0.7466650340524773,2.540205966332297,1
40.03429682500915,17.11135150982694,676.9013274940988,114.20386088556135,0.6521892816611703,2.3293918988544307,1
41.216456478374965,14.954793357893925,621.0222285914703,109.21065755761607,0.6543151339650466,2.7882365020414803,1
